# study: champion | population: ITT | endpoint: non-procedure bleeding
arm,x,y
device,0.012018,0.134905
device,0.048306,0.377744
device,0.084593,1.349101
device,0.343140,3.413235
device,0.538185,3.413235
device,0.851163,4.627431
device,1.508871,6.084467
device,1.744738,7.177244
device,1.962462,7.541503
device,2.071324,8.270020
device,2.348015,8.634279
device,2.366159,8.998538
device,2.470485,9.362797
device,2.611099,9.484217
device,2.638314,9.848476
device,3.005723,11.184092
